25250	0.0028
26250	0.0056
26500	0.0083
29500	0.0139
32500	0.0222
32750	0.025
33000	0.0278
33250	0.0306
33750	0.0333
34500	0.0361
35000	0.0417
35500	0.0444
36000	0.0472
36250	0.05
36500	0.0556
37500	0.0583
37750	0.0639
38250	0.0667
39000	0.0722
39250	0.075
39750	0.0806
40000	0.0833
40250	0.0917
40500	0.0944
40750	0.0972
41000	0.1056
41250	0.1111
41500	0.1167
41750	0.125
42000	0.1444
42250	0.1472
42500	0.15
42750	0.1639
43000	0.1778
43250	0.1833
43750	0.1944
44000	0.1972
44250	0.2028
44500	0.2056
44750	0.2167
45000	0.2306
45250	0.2389
45500	0.2444
45750	0.2556
46000	0.2611
46250	0.2694
46500	0.2722
46750	0.275
47000	0.2833
47250	0.2861
48000	0.2917
48500	0.2972
49000	0.3
49250	0.3028
49500	0.3056
49750	0.3111
50000	0.3139
50500	0.3167
50750	0.3194
51000	0.3222
51250	0.3278
51500	0.3306
51750	0.3361
52000	0.3417
52250	0.3583
52500	0.3611
52750	0.3694
53250	0.375
53500	0.3806
54000	0.3889
54250	0.3944
54750	0.4
55000	0.4028
55250	0.4083
56000	0.4167
56250	0.4194
56500	0.4278
56750	0.4306
57000	0.4361
57500	0.4472
57750	0.45
58000	0.4556
58750	0.4583
59000	0.4639
59500	0.4667
59750	0.4694
60250	0.4722
60500	0.4806
60750	0.4833
61250	0.4889
61500	0.4972
61750	0.5
62000	0.5028
62500	0.5139
62750	0.5167
63000	0.5194
63250	0.525
63500	0.5333
64000	0.5417
64500	0.5472
64750	0.5528
65250	0.5611
65500	0.5639
65750	0.5667
66250	0.5722
66500	0.575
67000	0.5778
67500	0.5833
67750	0.5917
68000	0.5944
68500	0.6
68750	0.6028
69500	0.6111
69750	0.6139
70000	0.6167
70500	0.625
70750	0.6306
71000	0.6333
71250	0.6389
71500	0.6472
71750	0.6556
72500	0.6583
73000	0.6611
73500	0.6639
73750	0.6667
74000	0.6694
74250	0.6778
75000	0.6806
75250	0.6833
76000	0.6861
76250	0.6889
76750	0.6917
77000	0.6944
77250	0.7
78250	0.7056
78500	0.7194
78750	0.725
79000	0.7333
79250	0.7389
79500	0.75
79750	0.7528
80000	0.7556
80500	0.7611
81000	0.7667
81250	0.7694
82500	0.7778
82750	0.7806
83250	0.7833
84000	0.7889
85250	0.7917
85500	0.7944
85750	0.7972
86250	0.8028
86500	0.8056
86750	0.8111
87250	0.8139
87500	0.8194
87750	0.8222
88000	0.8278
88250	0.8306
88500	0.8361
89000	0.8472
89250	0.8528
89500	0.8611
89750	0.8639
90000	0.8667
90250	0.8806
90500	0.8889
90750	0.8972
91000	0.9
91250	0.9083
91500	0.9139
91750	0.9194
92000	0.9306
92250	0.9361
92500	0.9389
92750	0.9417
93000	0.9444
93250	0.9472
93750	0.95
94750	0.9528
95000	0.9556
95250	0.9583
97250	0.9639
98000	0.9667
98750	0.9694
99250	0.9722
102250	0.975
102750	0.9778
103750	0.9861
104000	0.9917
104500	0.9972
105500	1.0
