19500	0.0278
29250	0.0306
30250	0.0333
30750	0.0389
31500	0.0417
32000	0.0444
32750	0.0472
33000	0.0528
33250	0.0556
33500	0.0583
33750	0.0611
34000	0.0639
34500	0.0667
35000	0.0722
35250	0.075
35500	0.0833
35750	0.0972
36250	0.1083
36500	0.1111
36750	0.1139
37000	0.1167
37250	0.1194
37500	0.125
38000	0.1278
39000	0.1306
39250	0.1333
40250	0.1389
40500	0.1417
40750	0.1444
41000	0.1472
41250	0.15
41750	0.1528
44250	0.1556
44500	0.1583
46500	0.1611
46750	0.1639
48250	0.1667
56500	0.1694
57000	0.1722
57250	0.175
57500	0.1806
57750	0.1861
58000	0.1889
58250	0.1944
58500	0.2
59000	0.2056
59250	0.2111
59500	0.2222
59750	0.225
60000	0.2278
60250	0.2333
60750	0.2417
61000	0.2444
61250	0.2472
61500	0.2556
61750	0.2611
62000	0.2722
62250	0.2778
62500	0.2861
62750	0.2889
63000	0.2944
63500	0.3056
63750	0.3194
64000	0.3361
64250	0.3528
64500	0.3667
64750	0.3972
65000	0.4167
65250	0.4528
65500	0.4667
65750	0.4833
66000	0.5
66250	0.5222
66500	0.5389
66750	0.5472
67000	0.5556
67250	0.5667
67500	0.5778
67750	0.5861
68000	0.5972
68250	0.6083
68500	0.6194
68750	0.6222
69000	0.6389
69250	0.65
69500	0.6556
69750	0.6583
70000	0.6778
70250	0.6833
70500	0.6944
70750	0.7056
71000	0.7083
71250	0.7139
71500	0.7167
72000	0.7194
72250	0.7222
72500	0.725
72750	0.7306
73000	0.7417
73250	0.7472
73500	0.7639
73750	0.7667
74000	0.7694
74250	0.7722
74500	0.7778
74750	0.7861
75000	0.7917
75250	0.7944
75500	0.8028
75750	0.8111
76000	0.8139
76250	0.825
77000	0.8278
77250	0.8417
77500	0.8528
77750	0.8583
78000	0.8639
78500	0.875
78750	0.8778
79000	0.8806
79250	0.8889
79500	0.8917
79750	0.9
80500	0.9028
80750	0.9083
81000	0.9111
82250	0.9194
82500	0.925
83000	0.9333
83500	0.9361
83750	0.9389
84000	0.9444
84500	0.95
84750	0.9611
85000	0.9667
85250	0.975
85750	0.9833
86000	0.9861
86250	0.9889
87250	0.9944
87750	0.9972
89000	1.0
