7250	0.0056
7500	0.0111
7750	0.0167
8000	0.0222
8250	0.025
8500	0.0306
9250	0.0333
9500	0.0389
9750	0.0472
10000	0.0528
10250	0.0583
10750	0.0611
11500	0.0639
11750	0.0694
12000	0.075
12250	0.0778
12500	0.0806
12750	0.0833
13000	0.0889
13500	0.0917
13750	0.0944
14000	0.0972
14250	0.1028
14500	0.1056
15000	0.1083
16750	0.1111
18000	0.1139
18250	0.1194
18500	0.1278
18750	0.1417
19000	0.15
19250	0.1667
19500	0.1972
19750	0.2083
20000	0.2167
20250	0.2472
20500	0.2556
20750	0.2694
21000	0.2806
21250	0.2917
21500	0.3194
21750	0.3306
22000	0.3472
22250	0.3944
22500	0.4278
22750	0.4556
23000	0.5
23250	0.5389
23500	0.5556
23750	0.5972
24000	0.65
24250	0.6972
24500	0.7556
24750	0.7917
25000	0.8111
25250	0.8444
25500	0.8667
25750	0.8944
26000	0.8972
26250	0.9167
26500	0.9278
26750	0.9306
27000	0.9361
27250	0.9472
27500	0.9583
27750	0.9778
28000	0.9833
28250	0.9889
28500	0.9944
28750	0.9972
29000	1.0
